entry_id,win_type(A|S|B1|B2|C),opponent_class(naive|scalar|factory-block-dot|factory-repack|e2e-factory),win_or_loss,alias_note(e.g. Win-S=historical-mislabel-Win-B),locked_wording(L-7),triage(missing_fact|missing_pattern|misselection|physical),objdump_evidence_ptr,named_new_fact_or_pattern_id,closure_status,retest_result_ptr,snapshot
format-micro-iq3_xxs-q8k-block-dot-batch2c,B1,factory-block-dot,loss,batch2c-symmetric-fair(gcc-15.2.0 -O3 both sides; byte-identical march); SUPERSEDES batch2b-INVALID(compiler-asymmetry-artifact),iq3_xxs LOSS 0.1583x (6.32x slower WORST; 4%-of-read): missing_pattern -- ours 220 vsetvli (SEW/LMUL toggle-storm ~12 configs) / 110 AVL=2 ops (decode emitted TWO-ELEMENTS-AT-A-TIME scalarized-in-vector) / 78 fractional-LMUL / 32 gather vs factory 16 vsetvli / 2 gather; extreme fractional-LMUL 2-elem decode = why worst cell. sealed bit-exact,missing_pattern,experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/iq3_xxs.ours.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/iq3_xxs.factory_vl128.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/objdump_gap_triage.txt,emit-pattern/fraclmul-2elem-scalarization+vsetvli-storm,characterized-missing_pattern;construction-queue-emitter-maturity-target;NOT-physical;correctness-sealed,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt,ffcfcf80(batch2c-2026-07-07)
format-micro-iq4_xs-q8k-block-dot-batch2c,B1,factory-block-dot,loss,batch2c-symmetric-fair(gcc-15.2.0 -O3 both sides; byte-identical march); SUPERSEDES batch2b-INVALID(compiler-asymmetry-artifact),iq4_xs LOSS 0.7178x (1.39x slower; 29%-of-read): missing_pattern -- ours 16 small-AVL vrgather codebook-LUT + 17 per-elem fcvt.s.h vs factory 1 batched vrgather + 2 fcvt; 16-entry NL LUT lookup+scale-fold emitted per-sub-block not one wide table-gather. batch2b 1.4556x-ratio>1 EVAPORATED under fair toolchain (was compiler-asymmetry). OUTPUT-DIVERGENT = numeric-contract NON-defect: ours ULP0 vs ggml scalar oracle 50000/50000; factory-vl128 reassociates off oracle 28140/50000 maxULP26621,missing_pattern,experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/iq4_xs.ours.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/iq4_xs.factory_vl128.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/objdump_gap_triage.txt,emit-pattern/codebook-LUT-gather-not-batched,characterized-missing_pattern;numerics-RESOLVED-nondefect(ours-oracle-faithful;factory-reassoc);construction-queue-emitter-maturity-target;NOT-physical,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/numerics_triage_divergent.txt,ffcfcf80(batch2c-2026-07-07)
format-micro-tq2_0-q8k-block-dot-batch2c,B1,factory-block-dot,loss,batch2c-symmetric-fair(gcc-15.2.0 -O3 both sides; byte-identical march); SUPERSEDES batch2b-INVALID(compiler-asymmetry-artifact),tq2_0 LOSS 0.2311x (4.33x slower; 14%-of-read): missing_pattern -- ours has FEWER static insns (97<factory 114) but 8-way e16m4/m2 widening-macc exceeds the vector regfile -> 4 whole-reg spill+reload (vs2r.v/vl2r.v) INSIDE the hot super-block loop vs factory 0 spill; the 4.33x is a per-iteration spill memory round-trip not an instruction-count gap; fix = register-pressure-aware narrower LMUL,missing_pattern,experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/tq2_0.ours.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/tq2_0.factory_vl128.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/objdump_gap_triage.txt,emit-pattern/LMUL-over-widen-regfile-spill,characterized-missing_pattern;construction-queue-emitter-maturity-target;NOT-physical,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt,ffcfcf80(batch2c-2026-07-07)
format-micro-tq1_0-q8k-block-dot-batch2c,B1,factory-block-dot,loss,batch2c-symmetric-fair(gcc-15.2.0 -O3 both sides; byte-identical march); SUPERSEDES batch2b-INVALID(compiler-asymmetry-artifact),tq1_0 LOSS 0.5505x (1.82x slower; 21%-of-read): missing_pattern -- ours 61 vsetvli / 14 vse.v scratch-store / 2 whole-reg-spill / 13 scalar-load vs factory 18 vsetvli / 0; base-243 trit unpack spills intermediates to a scratch buffer instead of register-resident. OUTPUT-DIVERGENT = numeric-contract+harness NON-defect: ours ULP0 vs ggml scalar oracle in every regime (0/50000); same fp-op structure as bit-exact sibling tq2_0,missing_pattern,experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/tq1_0.ours.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/disasm/tq1_0.factory_vl128.objdump.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/objdump_gap_triage.txt,emit-pattern/ternary-unpack-scratch-roundtrip,characterized-missing_pattern;numerics-RESOLVED-nondefect(ours-oracle-faithful);construction-queue-emitter-maturity-target;NOT-physical,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/numerics_triage_divergent.txt,ffcfcf80(batch2c-2026-07-07)
q4_0-repack-gemm-rvv-vlen128-prefill-5.92x,C(NOT-sealed-8-gate;5/8-PASS;②③④-pending),e2e-factory,win(board-conditional: rvv/VLEN128 e2e prefill 5.9195x; L1 capability-keyed path-selection),L1 capability-keyed repack-ROUTING win — NOT faster-codegen (routing-era 5.08x prefill tiled kernel is byte-identical A/B; constructed-era 5.92x is ours-emitted GEMM be66c917). 5.08x/5.92x = ONE comparability spine NOT additive (gemm-constructed-sealed MANIFEST §6.1). 8-gate accounting = experiments/active/result-tables/T-PERF1_q4_0_vlen128_prefill_8gate.md,"on ssh rvv (openEuler VLEN128, gcc-15.2.0 full-march, DVFS 0.00%, cores 8-11/4thr, n=10 median+IQR+95%CI, both trees git f3e1828, model tinyllama-q4_0.gguf sha256 da3087fb14aede55), TianChen-RV capability-keyed path-selection engages a front-door-CONSTRUCTED q4_0 repack GEMM (be66c917 typed_repack_gemm_loop_body) on the pp128 prefill path -> e2e prefill 5.9195x [5.91,5.934] IQR0.25% (>200x the 0.25% T-N floor) vs stock upstream ggml BLOCK-DOT; greedy-token 3/3 A==B; mechanism = packed-weight contiguous streaming + register tiling -> memory locality (mattr-objdump vwmacc512/vle8-242/vfwmul.vf21); correctness = FMA-fold BOUNDED-ULP (NOT byte-exact vs ggml). Companion decode tg32 1.9102x [1.904,1.9196] bandwidth-saturation (ceiling-bounded). NOT a sealed universal beat: ②RVV1.0-VLEN256-flip-lit + ③k1/VLEN256-objdump-seal + ④micro-amdahl-transduction/multi-prompt-length PENDING; VLEN256 board = prefill PARITY 1.0022x (win is VLEN128-CONDITIONAL). Honest confound: SPEC bzip2 co-tenant captured in floor, paired protocol cancels common-mode. Beat wording LOCKED per [NG-4] until ②③④ close.",n_a(win-not-gap),experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/objdump_fingerprint.txt (mattr-decoded vwmacc512/vle8-242/vfwmul.vf21) + experiments/sealed/repack/rvv-SEALED-q4_0-vlen128-fullmarch/objdump_seal.txt,capability-keyed-repack-path-selection(option-2 path-selection novelty; VLEN128-gated repack-vs-blockdot routing),characterized-board-A-conditional;5/8-gate-PASS;②③④-pending-next-board-batch;beat-wording-LOCKED-per-NG-4,experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/NOTES.md + constructed_evidence.json + target_profile.txt + experiments/active/result-tables/T-PERF1_q4_0_vlen128_prefill_8gate.md,5c010b2b(sealed-D-board-return-2026-07-06)
format-micro-iq2_xxs-gapsb-pair-batching-flip,B1(GAP-SB-flip;WIN-CANDIDATE;micro-kernel-ONLY;NOT-sealed-8-gate;clean-vs-scalar-generic-ONLY),scalar,win(candidate),"GAP-1-closure-EXEMPLAR (first full loop LOSS->triage->pattern->retest-WIN); vs-SIMD-dispatch(gcc-15) comparison=REFUSE (compiler-confound clang20-vs-gcc15 codegen-quality-delta) so ONLY vs-scalar-generic is gate-clean; A/B 3.52x is INTERNAL [NG-4] metric NOT a headline beat","iq2_xxs single-cell . board=rvv VLEN128 (openEuler riscv64 64c clang-17 dispatch core8) . micro-phase . vs probe-pinned ggml GENERIC scalar path (csrr vlenb==16 -> vl128.isra.0 dispatch confirmed live). GAP-1 FULL closure loop: batch2c LOSS 0.735x (ours-PRE 1.36x SLOWER than generic) -> triage missing_pattern(per-subblock-gather-not-batched) -> pattern [GAP-SB] pair-batching -> retest WIN 2.570x (ours-POST 2.57x FASTER than generic) with internal A/B(PRE/POST)=3.52x byte-exact ULP0 (FNV 0xbeb2bdb29c2e9b53 ours==generic==PRE). Mechanism (objdump PRE->POST): vluxei16 indexed-gather 16->8; index vle16 16->8; sign-fold vmul 8->4; config-churn vset 56->40; NET static insns only 459->436 (-5%) but the HALVED ops are the expensive i64 indexed gathers = the latency-bound critical path (roofline ours-POST 1.390 GB/s = 21.9% of 6.354 GB/s ceiling => LATENCY/COMPUTE-bound so gather-halving collapses runtime 3.52x). [PERF-1] 8-gate walk: (1)byte-exact PASS(ULP0 vs generic oracle; gearbox vwmul/vwredsum 8->8 UNCHANGED) (2)VLEN-flip 128/256 lit MISSING(single-board VLEN128 micro; no VLEN256 codegen-flip lit) (3)dual-board objdump 1/2(rvv VLEN128 PRE/POST sealed; k1 second-board objdump MISSING) (4)micro AND e2e = KERNEL-MICRO-ONLY(A/B + vs-generic present; e2e transduction MISSING; compute-bound micro likely washes per kernel-wins-dont-transplant) (5)dual-board MISSING(single board rvv/VLEN128) (6)discipline PASS(PREFLIGHT 0..5 all pass; N=16 rounds median+IQR; cache-cold pool256MiB>3xL3; cross-run drift sentinel 1.0073; board_fp recorded) (7)mechanism-attribution PASS(objdump proxy(count)->silicon(time) transduction HOLDS; NOTE emitter-maturity improvement NOT capability-keyed selection so the selector-log flavor of gate7 is N/A) (8)wording PASS(bound iq2_xxs/rvv-VLEN128/micro/vs-scalar-generic). = 4/8 PASS [(1)(6)(7)(8)]; (2)(3)(5) MISSING + (4) micro-only. NOT sealed universal Win-B: vs-SIMD-dispatch(gcc-15) is 2.53x FASTER but REFUSEd (AXIS compiler MISMATCH clang20-vs-gcc15 = substantially codegen-quality not algorithm); the clean gate-PASSING opponent is ONLY the scalar generic ref. MUST NOT generalize to family (only iq2_xxs crossed the generic bar -- see family row).",missing_pattern(per-subblock-gather-not-batched -- the LOSS root cause; CLOSED by [GAP-SB] pair-batching),"experiments/active/format-micro-rvv-vlen128/gapsb_derisk_iq2xxs/objdump_pre_post.md + objdir_PRE/ + objdir_POST/ (PRE 0c64477c -> POST 169f0cc0 machine-code seal; gather vluxei16 16->8; index vle16 16->8; config-churn vset 56->40; gearbox vwmul/vwredsum 8->8 UNCHANGED)",[GAP-SB]-pair-batching(per-subblock-gather batched into wide i64m4 pair-gather over 2 sub-blocks),GAP-1-closure-EXEMPLAR-first-full-loop; win-CANDIDATE-NOT-sealed-8-gate(4/8 PASS [(1)(6)(7)(8)]; (2)(3)(5) MISSING + (4) kernel-micro-ONLY = e2e/dual-board/VLEN-flip out-of-scope for single-board micro cell); correctness-sealed-ULP0,experiments/active/format-micro-rvv-vlen128/gapsb_derisk_iq2xxs/derisk_cell.md + raw/ + provenance.txt (A/B 3.52x PRE/POST; vs-generic 0.735x PRE -> 2.570x POST; ULP0 FNV 0xbeb2bdb29c2e9b53); family cross-check experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/,169f0cc0(GAP-SB-iq2_xxs-2026-07-07)
format-micro-iq2iq3-gapsb-pair-batching-family,B1(GAP-SB-family;MIXED-iq2-WIN-widened/iq3-LOSS-narrowed;micro-kernel-ONLY;NOT-sealed-8-gate),scalar,mixed(iq2_s/iq2_xs WIN->WIN widened; iq3_s/iq3_xxs LOSS->LOSS narrowed),"family validation of [GAP-SB] (POST 685ab5a1): mechanism lands on ALL 4 (objdump gather-quartering + iq3 AVL=2-storm elimination + real A/B all>1) but NO family LOSS->WIN flip -- only iq2_xxs crossed the generic bar; [NG-4] boundary the 2.57x iq2_xxs flip is NOT generalized to the family","board=rvv VLEN128 . micro-phase . vs ggml GENERIC scalar ref (PREFLIGHT(0)-symmetric same posture as iq2_xxs cell) . byte-exact ULP0 all 4 (gearbox UNCHANGED). [GAP-SB] pair-batching (PRE 0c64477c -> POST 685ab5a1) applied to iq2_xs/iq2_s/iq3_xxs/iq3_s. vs-generic: iq2_s 2.006x->2.180x WIN->WIN (widened); iq2_xs 1.367x->1.509x WIN->WIN (widened); iq3_s 0.422x->0.560x LOSS->LOSS (narrowed still 1.79x slower); iq3_xxs 0.317x->0.383x LOSS->LOSS (narrowed still 2.61x slower). Internal A/B(PRE/POST): iq3_s 1.29x; iq3_xxs 1.21x; iq2_xs 1.11x; iq2_s 1.09x -- all FASTER but modest (NOT the iq2_xxs 3.52x). MECHANISM NOTE (C3-prime narrative material): the amplification factor tracks the BOTTLENECK SHAPE -- gather-shell-bound kernels (iq2_xxs shell ~= critical path) collapse 3.52x when gathers are halved; grid-decode-bound kernels (iq3 512-entry constructed grid dominates; objdump tot insns barely move -2%) get only a modest A/B because the (real larger) gather/AVL reduction is a small fraction of their critical path. roofline: all 4 at 3.8-18.1% of 6.354 GB/s ceiling = LATENCY/COMPUTE-bound. NO family flip: iq2 pair was ALREADY winning vs the scalar generic at PRE; iq3 pair improved but STAYS a compute-axis LOSS. [NG-4]: A/B is the internal metric vs-generic the defensible reference gap; kernel-micro ONLY NOT e2e; the iq2_xxs 2.57x is NOT a family claim.",missing_pattern([GAP-SB] pair-batching applied family-wide; iq3 also AVL=2-storm-elimination),"experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/objdump_pre_post.md + objdir_PRE/ + objdir_POST/ (PRE 0c64477c -> POST 685ab5a1; gather vluxei16 32->4[iq3]/32->8[iq2]; iq3 AVL=2 storm 46->0[iq3_s] 129->6[iq3_xxs]; gearbox vwmul/vwredsum UNCHANGED all 4)",[GAP-SB]-pair-batching-family + iq3-AVL=2-storm-elimination(vsetivli-0x2-e32/mf2-per-2-elem -> one-wide-vsetivli-0x8-e16-m2-per-pair),mechanism-validated-family(all-4 A/B>1; gather quartered; AVL storm eliminated; gearbox byte-exact); NO-family-flip(only iq2_xxs crossed generic bar); boundary-2.57x-NOT-generalized; iq3-pair STAYS compute-axis LOSS(grid-decode-bound),experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/derisk_cell.md + raw/ + provenance.txt + objdump_pre_post.md,685ab5a1(GAP-SB-family-2026-07-07)
q4_0-gemm-k1-vlen256-GAP-P1-fix-confirm-REGRESSION,B1(GAP-P1-fix-confirm;kernel-micro;NOT-sealed-8-gate),algmatched(internal-AB;same-repack-kernel;LMUL-rung-only),fix-NOT-confirmed-REGRESSION(post-fix-m1 2.72x SLOWER than pre-fix-mf2; misselection REVERSED),the [GAP-P1] roofline-GAP (decode row q4_0-gevm-k1-vlen256-decode-P1-roofline-GAP) proposed fix 'add VLEN fact to selector key -> pick a wider VLEN256 variant'; this batch BUILT the post-fix that keys VLEN256->whole-LMUL/m1 and measured it on the REACHABLE cell (prefill GEMM; decode is [GAP-P1]-inert per fact-3). The 'wide=fully-fed=faster' (78%->91%) projection is FALSIFIED: the wide m1 core saturates LESS.,k1/VLEN256 q4_0 prefill repack GEMM (K=2048 nr=128 nc=256): post-fix m1 (i8m1->i16m2->i32m4->f32m4; columnsPerPass 1) = 2.5316 GMAC/s vs pre-fix mf2 (i8mf2->i16m1->i32m2->f32m2; columnsPerPass 4) = 6.8904 GMAC/s -> ratio 0.367x = 2.72x REGRESSION; byte/value-exact cksum 8233895bde360531 both sides; n=24 paired freq-locked 1.6GHz 0.00% span; robust 6-shape sweep 0.365-0.411; compute-wall sat mf2 27.0% vs m1 9.9% of 25.51 GMACs int8-peak (wide m1 saturates LESS); root = f32m4 LMUL=4 register pressure kills ILP + columnsPerPass 4->1,misselection(REVERSED: winning variant is the EXISTING mf2 fractional core; the wider m1 EXISTS and is a strict byte-exact-identical slowdown -> NOT a missing pattern; the proposed key would steer to the WRONG variant),experiments/active/p1-gemm-vlen256-fix-confirm/q4_0_aggregate.txt + evidence.json + kernels/q4_0_gemm_pre_mf2_vlen256.kernel.c + kernels/q4_0_gemm_post_m1_vlen256.kernel.c (llvm-objdump-18: pre e8;mf2->f32m2 / post e8;m1->f32m4),vlen256-q4_0-GEMM-wideLMUL-REGRESSION(whole-LMUL/m1 = strict slowdown; the [GAP-P1] widen-to-m1 fix hypothesis FALSIFIED on the reachable prefill cell),"fix-as-implemented(widen-to-m1)-FALSIFIED-HOLD/REVERT; a genuine fix needs m1-core SCHEDULING first (reduce f32m4 register pressure / restore columnsPerPass ILP) to make wide truly fast, else WITHDRAW the VLEN256->m1 keying; retain the capability-keyed FRAMEWORK, revert the DIRECTION; 立项 decision = user's",experiments/active/p1-gemm-vlen256-fix-confirm/evidence.json,828d9814(裁决二.1-GAP-P1-fix-confirm-2026-07-07)
q8_0-gevm-k1-vlen256-mf2-vs-m1-do-not-widen-VINDICATED,B1(per-format-selection-key-confirmed;kernel-micro;off-VLEN256-production-path-per-fact-3;NOT-sealed-8-gate),algmatched(internal-3way;strip-width/LMUL axis only),selection-key-CONFIRMED(q8_0 best=mf2-wide-strip; whole-LMUL m1 11% SLOWER; do-not-widen-q8_0 VINDICATED),task 三 per-format mf2-vs-m1; confirms ledger 'q8_0 mf2 faster than m1' on silicon; the [GAP-P1] deliberate NON-widen of q8_0 is correct. '别一刀切' holds: the whole-LMUL/m1 direction regresses BOTH q4_0 GEMM and q8_0 GEVM.,k1/VLEN256 q8_0 symmetric repack GEVM (K=2048 nc=2048) strip-width 3-way: wide-hl16 mf2 one-strip = 1.7199 GB/s > m1 whole-LMUL (RVV0.7-form) = 1.5485 GB/s > narrow-hl8 mf2 two-strip = 1.2713 GB/s; wide/m1 = 1.111x (mf2-wide WINS by 11%); wide/narrow 1.353x; m1/narrow 1.218x; byte/value-exact cksum 291414eeaad45f5a all 3 cores; read-wall sat narrow 29.8% / m1 36.4% / wide 40.4% of 4.260 GB/s 4-core; n=24 paired 1.6GHz 0.00% span,physical/design-confirmed(selection key correct for q8_0 = mf2-wide; NOT a gap),experiments/active/p1-gemm-vlen256-fix-confirm/q8_0_aggregate.txt + evidence.json + kernels/q8_0_gevm_wide_hl16.kernel.c + kernels/q8_0_gevm_m1_wholeLMUL.kernel.c + kernels/q8_0_gevm_narrow_hl8.kernel.c (llvm-objdump-18: narrow&wide e8;mf2 / m1 e8;m1),q8_0-per-format-key-mf2-wide-strip(do-not-widen-to-whole-LMUL confirmed on silicon),selection-key-CONFIRMED-VINDICATED; kernel-micro A/B (at VLEN256 production q8_0 decode declines to block-dot per fact-3 -> this repack-GEVM strip-width core is off the production path); NOT e2e; confirms the ledger + the non-widen decision at kernel level,experiments/active/p1-gemm-vlen256-fix-confirm/evidence.json,828d9814(裁决二.1-GAP-P1-fix-confirm-2026-07-07)
format-micro-tq2_0-gaprp-spill-fix-rvv-vlen128,B1(GAP-RP-partial-closure;kernel-micro;vs-generic-WIN/vs-SIMD-factory-still-LOSS;NOT-sealed-8-gate),scalar(vs-ggml-generic) + factory-block-dot(batch2c SIMD-dispatch),partial-gap-closure(spill-fix A/B ~1.92x isolated + 3.9x vs-generic WIN; halves the batch2c 4.33x vs-SIMD gap to ~2.2x = still LOSS ~0.45x),"[GAP-RP] register-spill class; the batch2c tq2_0 LOSS 0.2311x was triaged to LMUL-over-widen regfile spill; commit 3186919d ('keep m4, kill overlap, serialize the 2 chunks') eliminates it. Sibling tq1_0 = same spill class, larger blast radius, NOT yet fixed.","rvv/VLEN128 tq2_0 ternary block-dot: PRE 0ad9cf6d = 4 whole-reg vector spills (vs2r.v->(sp)/(a4) + vl2r.v<-(sp)/(a0)) per super-block iter, i16m4 x2-chunk pipelined -> POST 3186919d = 0 spills (single-live m4 accumulator; vwredsum 2->1 merged; vwmul/vwmacc 8/8 UNCHANGED byte-exact) on gcc-15.2.0 -O3 (the batch2c timed backend; tcrv-translate codegen 0 spills both sides); A/B isolated ~1.92x (2-way 554-568 -> 250-298 ns/block; n=16 cold wset>3xL3) / 2.22-2.29x (3-way); vs-generic ggml scalar POST 3.88-3.96x WIN (PRE already 1.73-1.75x); PRE==POST==GENERIC FNV 0xeffb9951f963a9d6 = ULP0 on hardware",missing_pattern-CLOSED-partial(LMUL-over-widen-regfile-spill; fix = register-pressure-aware narrower-LMUL / serialize chunks),experiments/active/format-micro-rvv-vlen128/gaprp_tq2_0/gaprp_cell.md + raw/board_ab.txt + raw/tq2_0_PRE_gcc15.objdump.txt + raw/tq2_0_POST_gcc15.objdump.txt (double-backend gcc-15.2.0 -O3 spill 4->0),LMUL-over-widen-regfile-spill-elimination(single-live-m4-accumulator + merged-reduce; ~2x on-silicon transduction),characterized-partial-closure(spill removed; transduces ~2x A/B; vs-generic WIN byte-exact; vs-SIMD-dispatch factory STILL LOSS ~0.45x; kernel-micro NOT e2e); sibling tq1_0 same spill class NOT yet fixed = remaining construction-queue item,experiments/active/format-micro-rvv-vlen128/gaprp_tq2_0/raw/board_ab.txt,3186919d(裁决二.4-GAP-RP-tq2_0-2026-07-07)
format-micro-iq4_xs-tq1_0-GAP-NUM-relaxed-not-materialized,B1(GAP-NUM;NOT-EXECUTABLE-structural-block;board-free-code-verifiable),n_a(no relaxed body exists to time against strict),BLOCKED-structural(relaxed numerics tier NOT materialized for iq4_xs/tq1_0; NO relaxed-vs-strict tax and NO per-cell ULP bound recordable; the directive premise does-not-hold at HEAD),"裁决二.2 asked for a relaxed-vs-strict tax + ULP on iq4_xs/tq1_0; the relaxed (§5 reassociation) tier is materialized ONLY for q8_0. No board run spent (blocker is structural = emitter maturity / construction-queue, not measurement).","iq4_xs (grid-codebook; RVVToEmitCGridCodebook.cpp) and tq1_0 (ternary; RVVToEmitCTernaryBinary.cpp) emit the STRICT byte-exact body ONLY: relaxed reference count 0/0 in both emitters; RVVToEmitCBlockQuantLinear.cpp:7182-7188 fail-closes any relaxed request except q8_0; RVVNumericsTier{Strict,Relaxed} (RVVGearboxSchedule.h:2764) admits Relaxed only behind numerics.reassoc_ok (RVVOps.td:9923) and is materialized ONLY for q8_0 sumi_times_scales deferred-ordered flat block-dot; so no relaxed variant exists to time -> tax UNMEASURABLE; ours is already the FAITHFUL strict side (batch2c: iq4_xs ULP0 50000/50000 vs ggml *_generic oracle; tq1_0 ULP0 every regime; factory-vl128 reassociates OFF the oracle)","missing_pattern(emitter-maturity/construction-queue: relaxed body for grid-codebook/ternary NOT built; a relaxed-vs-strict tax study is a separate 立项, valid on q8_0 where relaxed IS materialized)",experiments/active/format-micro-rvv-vlen128/gapnum_relaxed_not_materialized.md + experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/numerics_triage_divergent.txt (ours-faithful footing),relaxed-tier-only-materialized-for-q8_0(iq4_xs/tq1_0 strict-only; relaxed-vs-strict tax study = separate 立项 on q8_0),BLOCKED-structural-NOT-measurement(code-verifiable by grep; no hardware needed; recorded so no future board run attempts a non-existent relaxed variant),experiments/active/format-micro-rvv-vlen128/gapnum_relaxed_not_materialized.md,a8cc8fd4(裁决二.2-GAP-NUM-code-audit-2026-07-07)
g2-fuse-rms-norm-mul-rvv-vlen128-memory-axis,B1([NG-4]-internal-memory-axis-A/B;NOT-ggml-beat;NOT-e2e-8-gate),internal-A/B(our-own-unfused-two-pass; NO factory opponent),win(memory-axis isolated A/B fused/unfused = 1.308x; 铺量触发 SATISFIED),"裁决二.5; rms_norm->mul epilogue fusion; the [NG-4] internal metric (same category as the [GAP-SB] A/B cells); NOT a ggml factory beat (opponent is our own unfused two-pass), NOT an e2e [PERF-1] 8-gate. Lives on the L3 MEMORY axis (contrast the format-micro compute/latency-bound losses).",rvv/VLEN128 rms_norm->mul epilogue fusion (clang-17.0.6 -O3 same source both sides): FUSED single-pass (vle32 x -> vfmul_vf scale -> vle32 w -> vfmul_vv -> vse32 z; y[] never stored) vs UNFUSED two-pass (pass1 vse32 materializes y[]; pass2 reloads); wall speedup unfused/fused = 1.3076x (23.5% less; -50.81 ms/pass); IQR 0.038-0.059% non-overlapping; ~19x the 1.63% conservative drift floor -> T-N PASS; measured DRAM eliminated = LLC load-miss 128.25 MiB + store-miss 127.97 MiB = 256.22 MiB = 100.1% of predicted y[] round trip 8*n*rows (8*4096*8192 = 256.00 MiB); cycles delta 50.22 ms/iter ~= wall delta 50.81 ms ~= 256 MiB @ 5.2 GB/s read wall; fused-Z vs unfused-Z ndiff=0 max_ulp=0 on hardware,physical(memory-bandwidth; a compiler transform that removes real DRAM traffic wins on wall; transduction measured + byte-attributed to 0.1%),experiments/active/g2-fuse-rms-norm-mul/board_measured.md + board_raw.txt + byte_accounting.csv + emit_census.txt,rms_norm->mul-epilogue-fusion-memory-axis(y[] round-trip elimination = 8*n*rows; measured on silicon = 100.1% of prediction),铺量触发-SATISFIED(both pre-registered conditions met: significant positive isolated speedup + measured DRAM-byte elimination matching emit prediction); rollout to other epilogue pairs (SwiGLU silu/scale/mul gate; bias/residual-add; [FMT-PROP]) ON EVIDENCE; whole-model e2e (65 norms/token ~2.03 MiB/token) is a projection NOT run; 立项 decision = user's,experiments/active/g2-fuse-rms-norm-mul/board_raw.txt,0ad9cf6d(裁决二.5-G2-fuse-2026-07-07)
