# NOTE: 5.92x = constructed-era headline (ours-emitted GEMM be66c917); the routing-era cell rvv-SEALED-q4_0-vlen128-fullmarch reads 5.08x for the SAME comparability spine (capability-routing engages ggml's OWN tiled repack) — the two are NOT additive (gemm-constructed-sealed MANIFEST §6.1). L1 = capability-keyed path-selection (repack-vs-blockdot routing), NOT faster codegen. Beat wording LOCKED per [NG-4] until ②③④ close.
q4_0|q4_0|repack-gemm|e2e-prefill-pp128|n10-paired,constructed-gemm-deployed(be66c917 typed_repack_gemm_loop_body),mechanism,constructed-strong,tcrv-llamacpp/build-gcc15-rv64gcv (deployed constructed q4_0 REPACK GEMM prefill; front-door lowerToRepackGemm),greedy-token-sealed(3/3 A==B)+FMA-fold-bounded-ULP(silicon-validation-gemm),repack-m1/vlen=128,yes(mattr-decoded fingerprint vwmacc512/vle8-242/vfwmul.vf21=repack-mechanism; objdump_fingerprint.txt),n_a,n_a,n_a,n_a,llama.cpp-upstream-native build-gcc15-rv64gcv (unpatched upstream ggml block-dot; git f3e1828),factory-block-dot,5.9195x-e2e-prefill(ours 31.0/stock 5.237 t/s; DIFFERENCE; CI[5.91,5.934]; IQR0.25%; floor0.25%),n_a,n_a,MEMORY-LOCALITY(packed-weight contiguous streaming+register tiling; L1 capability-keyed routing repack-vs-blockdot NOT codegen-superiority),n_a,n_a,n_a,n_a,n_a,measured-sealed(NOT-8-gate:②VLEN256-lit+③k1-objdump+④amdahl/multi-prompt PENDING;correctness=FMA-bounded-ULP+greedy3/3;SPEC-cotenant-in-floor),rvv-openEuler-VLEN128-64c-gcc15.2.0-fullmarch-glibc2.38-gov=perf-2.6GHz-0%span,2026-07-06-D-board-return(sealed),experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/{constructed_evidence.json,objdump_fingerprint.txt,NOTES.md},5c010b2b*去向=域外-非本轮主账-legacy-pre-§2.1(D-board-SEALED-q4_0-e2e-prefill-pp128-5c010b2b·routing-era)
q4_0|q4_0|repack-gevm|e2e-decode-tg32|n10-paired,constructed-gevm-deployed(q4_0_16x1 compiler-emitted),mechanism,constructed-strong,tcrv-llamacpp/build-gcc15-rv64gcv (deployed compiler-emitted q4_0 REPACK GEVM decode),greedy-token-sealed(3/3 A==B)+FMA-fold-bounded-ULP(silicon-validation-batch-1 q4_0_repack),repack-m1/vlen=128,yes(shares repack.o mechanism seal; objdump_fingerprint.txt),n_a,n_a,n_a,n_a,llama.cpp-upstream-native build-gcc15-rv64gcv (unpatched upstream ggml block-dot; git f3e1828),factory-block-dot,1.9102x-e2e-decode(ours 9.022/stock 4.723 t/s; DIFFERENCE; CI[1.904,1.9196]; IQR0.75%),n_a,n_a,BANDWIDTH-BOUND(ours ~100% of 5.23GB/s 4-core read wall SATURATED / stock ~53% UNDER; ceiling-bounded WIN; VLEN-flip MIRROR of k1/VLEN256 0.854x GAP),n_a,n_a,n_a,n_a,n_a,measured-sealed(companion-to-prefill;NOT-8-gate;board-split:k1/VLEN256 decode=0.854x GAP),rvv-openEuler-VLEN128-64c-gcc15.2.0-fullmarch-glibc2.38-gov=perf-2.6GHz-0%span,2026-07-06-D-board-return(sealed),experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/{constructed_evidence.json,bandwidth_analysis.txt},5c010b2b*去向=域外-非本轮主账-legacy-pre-§2.1(D-board-SEALED-q4_0-e2e-decode-tg32-5c010b2b·routing-era)
# ===== 2026-07-07 裁决二.5 — G2 [FUSE] rms_norm->mul BOARD PAIRED MEASURE (rvv/VLEN128, snapshot 0ad9cf6d). MEMORY-AXIS isolated A/B (fused vs our own unfused two-pass; NOT a ggml beat, NOT e2e [PERF-1] 8-gate). 铺量触发 SATISFIED. =====
# G2 RESULT: fused 165.180ms vs unfused 215.993ms => 1.3076x wall speedup (23.5% less), cold N=12 (ws 384MiB>3xL3=192MiB), IQR 0.04-0.06% NON-OVERLAPPING, noise-floor(drift sentinel)=1.63% => ~19x floor => T-N PASS. Measured DRAM eliminated = 256.2 MiB/iter (LLC-load-miss delta 128.25 + LLC-store-miss delta 127.97, x64B) = 100.1% of predicted y[] round trip 8*n*rows=256.0 MiB (byte_accounting.csv). Cycle cross-check: cycles delta 50.2ms/iter ~= wall delta 50.8ms/iter (= 256MiB at ~5.2GB/s wall). On-hardware value equality ULP=0 (fused-Z==unfused-Z bit-for-bit). Both kernels ONE clang-17 -O3 source => preflight(0) toolchain-symmetry total. Raw: experiments/active/g2-fuse-rms-norm-mul/board_raw.txt
rms_norm_mul|f32|fused-epilogue|arity2|elementwise-fixed,fused-vs-unfused-AB(0ad9cf6d),mechanism,constructed-strong,experiments/active/g2-fuse-rms-norm-mul/board_measured.md (faithful reconstruction of emit_census.txt; tcrv-opt --tcrv-rvv-lower-to-emitc @HEAD 0ad9cf6d; driver tools/e2e-harness/board/g2_fuse_driver.c),byte-exact(on-hardware ULP=0; fused-Z==unfused-Z bit-for-bit ndiff=0/33.5M; + emit-level byte-exact NOTES§5),lmul=m8/vlen=128,n_a(faithful-census-reconstruction; both kernels one clang-17 -O3 source; no export .o),n_a,n_a,n_a,n_a,self-unfused-two-pass(pass1 rms_norm materializes y[] + separate mul pass2 reloads y[]; same arithmetic; SAME clang-17 -O3 -march => preflight(0) symmetry total),algmatched(unfused-same-arith),n_a(no ggml factory; isolated memory-axis A/B),1.3076x-fused-over-unfused(median-ms;fused 165.180/unfused 215.993;N=12;IQR0.04-0.06%-nonoverlapping;drift-floor1.63%=>~19x=>T-N PASS),n_a,MEMORY/BANDWIDTH-BOUND(fusion elides y[] round trip; measured 256.2MiB/iter DRAM eliminated=100.1% of predicted 8*n*rows=256.0MiB via LLC load/store-miss deltas; ~51ms win=256MiB at ~5.2GB/s wall),n_a,8*n*rows=256.0MiB/iter-y[]-round-trip(byte_accounting.csv),256.2MiB/iter-measured(LLC-load-miss 128.25+LLC-store-miss 127.97; =100.1% of pred; cycles delta 50.2ms/iter~=wall delta 50.8ms/iter),100.1%(measured/predicted-bytes),n_a,measured(裁决二.5;preflight(0)-toolchain-symmetry-total-one-source-one-clang17-O3;cache-cold ws384MiB>3xL3=192MiB;N=12 median+IQR;pinned-core8-2.6GHz;KERNEL-micro-memory-axis;[NG-4] isolated-A/B NOT-ggml-beat NOT-e2e-8gate;铺量触发 SATISFIED),rvv-VLEN128-clang17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs-core8-gov=perf-2.6GHz,2026-07-07-裁决二.5-g2-fuse-board,experiments/active/g2-fuse-rms-norm-mul/{board_measured.md,board_raw.txt} + tools/e2e-harness/board/{g2_fuse_driver.c,g2_fuse_paired.sh},0ad9cf6d*去向=域外-非本轮主账-legacy-pre-§2.1(裁决二.5-G2[FUSE]-rms_norm→mul-fused-epilogue-board-paired-1.31x)
# ===== 2026-07-07 裁决三/二.3 — [GAP-SB] super-block pair-batching BOARD de-risk (rvv/VLEN128). ISOLATED A/B + vs-GENERIC (NOT vs the SIMD-dispatch factory of batch2c above; opponent=ggml generic scalar ref, PREFLIGHT(0)-passing). de-risk(iq2_xxs) and roll-out(iq2_xs/iq2_s/iq3_xxs/iq3_s) numbers listed SEPARATELY (NOT merged). [NG-4] internal metric. =====
# [GAP-SB] FINDING: the iq2_xxs LOSS->WIN generic-bar FLIP does NOT replicate across the family. Mechanism lands on ALL (objdump gather 32->4/32->8; iq3 AVL=2 storm 46->0/129->6; vwmul/vwredsum gearbox UNCHANGED = byte-exact ULP0) and gives a real isolated A/B on every member, but only iq2_xxs crossed the generic bar (its PRE was gather-shell-bound=3.52x collapse); the family is grid-decode-bound (modest 1.09-1.29x A/B; iq3 pair stays a vs-generic LOSS; iq2 pair was already a vs-generic WIN). PREFLIGHT 5/5 (incl PREFLIGHT(0) symmetric-with-version-skew clang20-ours vs clang17-O2-generic). cache-cold pool256MiB>3xL3=192MiB, N=4096 rounds16 median+IQR, drift sentinel ~1.00. Evidence: gapsb_derisk_iq2xxs/ + gapsb_family_validate/ (derisk_cell.md + objdump_pre_post.md + raw/board_medians.txt).
vec_dot|iq2_xxs|constructed-super-block-grid|arity2|micro-fixed,gapsb-derisk-pairbatch-AB(PRE 0c64477c->POST 169f0cc0),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gapsb_derisk_iq2xxs/derisk_cell.md (pair-batching gather 16->8; ours via tools/bench/byte-exact-baseline.sh cached detached-worktree; main tree+build UNTOUCHED),byte-exact(sealed silicon-validation-batch-2 ULP=0; ours-POST FNV==factory-generic FNV==PRE FNV => pair-batching changed only gather/config shell not value),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(objdump PRE->POST gather 16->8;vset* 56->40;vwmul/vwredsum 8->8 UNCHANGED=byte-exact core;total 459->436;gapsb_derisk_iq2xxs/objdump_pre_post.md),n_a,n_a,n_a,n_a,ggml_vec_dot_iq2_xxs_q8_K_generic(clang-17 -O2 objcopy-redefined;PREFLIGHT(0)-passing) + self-PRE(0c64477c) for the isolated A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory is the batch2c row above),A/B 3.52x-isolated(ours-PRE 883ns/ours-POST 251ns) ; vs-generic 0.735x-PRE->2.57x-POST = LOSS->WIN FLIP(only family member crossing the generic bar),2.57x-vs-generic-POST(WIN;byte-exact ULP0),latency/gather-bound(21.9% of read ceiling;gather-shell-bound=>halving gathers collapses critical path=>3.52x),n_a,gather 16->8(emit-level halving),A/B 3.52x-silicon(gather-shell-bound=>transduces fully),n_a,n_a,measured([GAP-SB] de-risk;PREFLIGHT 5/5 incl PREFLIGHT(0)-symmetric-with-version-skew;cache-cold pool256MiB>3xL3=192MiB;N=4096 rounds16 median+IQR;drift~1.00;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-clang20-codegen-export/clang17.0.6-O2-generic-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-GAP-SB-derisk-iq2xxs,experiments/active/format-micro-rvv-vlen128/gapsb_derisk_iq2xxs/{derisk_cell.md,objdump_pre_post.md,provenance.txt,raw},169f0cc0*去向=域外-非本轮主账-legacy-pre-§2.1(裁决三/二.3-[GAP-SB]-super-block-pair-batching-de-risk-vs-generic)
vec_dot|iq3_s|constructed-super-block-grid|arity2|micro-fixed,gapsb-family-pairbatch-AB(PRE 0c64477c->POST 685ab5a1),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/derisk_cell.md (pair-batching + iq3 AVL=2 fix; ours via baseline.sh cached detached-worktree; main tree+build UNTOUCHED),byte-exact(ours-POST FNV 0xa85c748fb3a79283 ==factory-generic==PRE => ULP0 preserved through gather/AVL reshape),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(objdump gather 32->4;AVL=2 storm 46->0;fracLMUL 14->0;all-vset 143->47;vwmul/vwredsum 32/32 UNCHANGED=byte-exact core;gapsb_family_validate/objdump_pre_post.md),n_a,n_a,n_a,n_a,ggml_vec_dot_iq3_s_q8_K_generic(clang-17 -O2;PREFLIGHT(0)-passing) + self-PRE(0c64477c) A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory=batch2c row),A/B 1.29x-isolated(ours-PRE 1570.2ns/POST 1220.1ns) ; vs-generic 0.422x-PRE->0.560x-POST = LOSS->LOSS(still 1.79x SLOWER than generic;grid-decode-bound),0.560x-vs-generic-POST(LOSS),latency/compute-bound(5.2% of read ceiling;grid-decode-bound=>A/B real but modest),n_a,gather 32->4 + AVL=2 storm 46->0(emit-level),A/B 1.29x-silicon(grid-decode caps magnitude),n_a,n_a,measured([GAP-SB] family;PREFLIGHT 5/5 incl PREFLIGHT(0)-symmetric-with-version-skew;cache-cold pool256MiB>3xL3;N=4096 rounds16 median+IQR;drift 0.97;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-clang20-codegen-export/clang17.0.6-O2-generic-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-GAP-SB-family-validate,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/{derisk_cell.md,objdump_pre_post.md,raw/board_medians.txt},685ab5a1*去向=域外-非本轮主账-legacy-pre-§2.1(裁决三/二.3-[GAP-SB]-super-block-pair-batching-de-risk-vs-generic)
vec_dot|iq2_s|constructed-super-block-grid|arity2|micro-fixed,gapsb-family-pairbatch-AB(PRE 0c64477c->POST 685ab5a1),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/derisk_cell.md (pair-batching gather 32->8; ours via baseline.sh cached; main tree+build UNTOUCHED),byte-exact(ours-POST FNV 0x31d90cd38e983e43 ==factory-generic==PRE => ULP0),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(objdump gather 32->8;AVL=2 37->9;all-vset 109->43;vwmul/vwredsum 16/16 UNCHANGED;gapsb_family_validate/objdump_pre_post.md),n_a,n_a,n_a,n_a,ggml_vec_dot_iq2_s_q8_K_generic(clang-17 -O2;PREFLIGHT(0)-passing) + self-PRE A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory=batch2c row),A/B 1.09x-isolated(ours-PRE 376.3ns/POST 344.0ns) ; vs-generic 2.006x-PRE->2.180x-POST = WIN->WIN(already winning vs generic;batching widened it),2.180x-vs-generic-POST(WIN;byte-exact ULP0),latency/compute-bound(17.1% of read ceiling),n_a,gather 32->8(emit-level),A/B 1.09x-silicon,n_a,n_a,measured([GAP-SB] family;PREFLIGHT 5/5 incl PREFLIGHT(0)-symmetric-with-version-skew;cache-cold pool256MiB>3xL3;N=4096 rounds16 median+IQR;drift 1.006;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-clang20-codegen-export/clang17.0.6-O2-generic-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-GAP-SB-family-validate,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/{derisk_cell.md,objdump_pre_post.md,raw/board_medians.txt},685ab5a1*去向=域外-非本轮主账-legacy-pre-§2.1(裁决三/二.3-[GAP-SB]-super-block-pair-batching-de-risk-vs-generic)
vec_dot|iq2_xs|constructed-super-block-grid|arity2|micro-fixed,gapsb-family-pairbatch-AB(PRE 0c64477c->POST 685ab5a1),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/derisk_cell.md (pair-batching gather 32->8; ours via baseline.sh cached; main tree+build UNTOUCHED),byte-exact(ours-POST FNV 0xcc76d8a513f67633 ==factory-generic==PRE => ULP0),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(objdump gather 32->8;AVL=2 23->0;fracLMUL 13->1;all-vset 75->26;vwmul/vwredsum 16/16 UNCHANGED;gapsb_family_validate/objdump_pre_post.md),n_a,n_a,n_a,n_a,ggml_vec_dot_iq2_xs_q8_K_generic(clang-17 -O2;PREFLIGHT(0)-passing) + self-PRE A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory=batch2c row),A/B 1.11x-isolated(ours-PRE 352.9ns/POST 319.1ns) ; vs-generic 1.367x-PRE->1.509x-POST = WIN->WIN(already winning;batching widened),1.509x-vs-generic-POST(WIN;byte-exact ULP0),latency/compute-bound(18.1% of read ceiling),n_a,gather 32->8 + AVL=2 23->0(emit-level),A/B 1.11x-silicon,n_a,n_a,measured([GAP-SB] family;PREFLIGHT 5/5 incl PREFLIGHT(0)-symmetric-with-version-skew;cache-cold pool256MiB>3xL3;N=4096 rounds16 median+IQR;drift 1.003;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-clang20-codegen-export/clang17.0.6-O2-generic-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-GAP-SB-family-validate,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/{derisk_cell.md,objdump_pre_post.md,raw/board_medians.txt},685ab5a1*去向=域外-非本轮主账-legacy-pre-§2.1(裁决三/二.3-[GAP-SB]-super-block-pair-batching-de-risk-vs-generic)
vec_dot|iq3_xxs|constructed-super-block-grid|arity2|micro-fixed,gapsb-family-pairbatch-AB(PRE 0c64477c->POST 685ab5a1),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/derisk_cell.md (pair-batching + iq3 AVL=2 fix;deepest kernel; ours via baseline.sh cached; main tree+build UNTOUCHED),byte-exact(ours-POST FNV 0x14b95a5ee2d9e683 ==factory-generic==PRE => ULP0),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(objdump gather 32->4;AVL=2 storm 129->6=-95%;fracLMUL 97->6;all-vset 254->52;vwmul/vwredsum 32/32 UNCHANGED;gapsb_family_validate/objdump_pre_post.md),n_a,n_a,n_a,n_a,ggml_vec_dot_iq3_xxs_q8_K_generic(clang-17 -O2;PREFLIGHT(0)-passing) + self-PRE A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory=batch2c row),A/B 1.21x-isolated(ours-PRE 1949.3ns/POST 1612.3ns) ; vs-generic 0.317x-PRE->0.383x-POST = LOSS->LOSS(still 2.61x SLOWER;deepest grid-decode-bound),0.383x-vs-generic-POST(LOSS),latency/compute-bound(3.8% of read ceiling;deepest kernel),n_a,gather 32->4 + AVL=2 storm 129->6(emit-level),A/B 1.21x-silicon(grid-decode caps magnitude),n_a,n_a,measured([GAP-SB] family;PREFLIGHT 5/5 incl PREFLIGHT(0)-symmetric-with-version-skew;cache-cold pool256MiB>3xL3;N=4096 rounds16 median+IQR;drift 1.000;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-clang20-codegen-export/clang17.0.6-O2-generic-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-GAP-SB-family-validate,experiments/active/format-micro-rvv-vlen128/gapsb_family_validate/{derisk_cell.md,objdump_pre_post.md,raw/board_medians.txt},685ab5a1*去向=域外-非本轮主账-legacy-pre-§2.1(裁决三/二.3-[GAP-SB]-super-block-pair-batching-de-risk-vs-generic)
# ===== 2026-07-07 裁决二.4 — [GAP-RP] tq2_0 REGISTER-SPILL-fix BOARD A/B + vs-generic (rvv/VLEN128, PRE 0ad9cf6d->POST 3186919d). ISOLATED A/B + vs-GENERIC. [NG-4] internal metric. =====
# [GAP-RP] FINDING: spill elimination ~DOUBLES throughput. objdump (gcc-15.2.0 -O3, the faithful backend where the loss/spill was measured): PRE 97 insns / 4 whole-reg vector spills (vs2r.v@0x70/0xa0 to (a4)/(sp) + vl2r.v@0xc4/0xe0 from (a0)/(sp)) -> POST 80 insns / 0 spills (vwredsum 2->1 merged super-block reduce; vwmul/vwmacc 8/8 UNCHANGED = integer gearbox byte-exact-preserved). A/B(PRE/POST)=1.92x isolated(2-way) / 2.2-2.3x(3-way): POST 250-298 ns/blk vs PRE 554-568 ns/blk, cache-cold wset256MiB>3xL3=192MiB, N=16. vs-generic: ours-POST 3.9x FASTER than ggml scalar generic (WIN), PRE already 1.75x. PRE==POST==GENERIC FNV 0xeffb9951f963a9d6 => ULP=0 on hardware. NOTE the spill is a gcc-15.2.0 -O3 regalloc artifact on the emitted C (the batch2c timed path); the tcrv-translate export codegen shows 0 spills at both PRE/POST. Raw: experiments/active/format-micro-rvv-vlen128/gaprp_tq2_0/raw/board_ab.txt.
vec_dot|tq2_0|constructed-super-block-ternary|arity2|micro-fixed,gaprp-spillfix-AB(PRE 0ad9cf6d->POST 3186919d),mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/gaprp_tq2_0/gaprp_cell.md (Path 3 serialize-chunks spill 消除; EmitC C captured via baseline.sh cached tcrv-opt + mlir-translate; timed gcc-15.2.0 -O3; main tree+build UNTOUCHED),byte-exact(PRE==POST==GENERIC FNV 0xeffb9951f963a9d6 => ULP=0 on hardware; fix changed only schedule/live-range),lmul=e16m4-accumulator/vlen=128,yes(gcc-15.2.0 -O3: PRE 97 insns/4 whole-reg spills(vs2r.v/vl2r.v to (sp);(a4);(a0)) -> POST 80 insns/0 spills; vwredsum 2->1; vwmul/vwmacc 8/8 UNCHANGED=byte-exact core; raw/tq2_0_PRE+POST_gcc15.objdump.txt),n_a,n_a,n_a,n_a,ggml_vec_dot_tq2_0_q8_K_generic(clang-17 -O2 gc-sections objcopy-renamed) + self-PRE(0ad9cf6d) for the isolated A/B,algmatched(generic-scalar-ref + self-PRE-A/B),n_a(vs-SIMD-factory=batch2c tq2_0 0.2311x LOSS ours 4.33x slower; spill-fix HALVES the gap ~0.45x but still LOSS vs SIMD dispatch),A/B 1.92x-isolated(2way)/2.2-2.3x(3way): PRE 554-568ns/POST 250-298ns = spill消->加速 YES(spill on critical path ~doubles throughput),vs-generic 3.88-3.96x-POST(WIN;GEN/PRE 1.73-1.75x;byte-exact ULP0),latency/compute-bound(regfile-spill on critical path;elimination ~doubles throughput;much larger than grid-decode-bound GAP-SB 1.09-1.29x),n_a,4 whole-reg spills->0(emit-level: 2-chunk overlap merged to single serial m4 accumulator + one reduce),A/B ~1.9-2.3x-silicon(spill was on critical path),n_a,n_a,measured(裁决二.4 [GAP-RP];TIMED both sides gcc-15.2.0 -O3 identical-backend=toolchain-symmetry;generic clang-17 -O2;cache-cold wset256MiB>3xL3;N=16;core8;[NG-4] isolated-A/B + vs-generic NOT-vs-SIMD-factory NOT-e2e),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-generic-clang17.0.6-O2-core8-wset256MiB,2026-07-07-裁决二.4-GAP-RP-tq2_0,experiments/active/format-micro-rvv-vlen128/gaprp_tq2_0/{gaprp_cell.md,provenance.txt,raw/board_ab.txt,raw/tq2_0_PRE_gcc15.objdump.txt,raw/tq2_0_POST_gcc15.objdump.txt} + tools/e2e-harness/board/tq2_0_ab_driver.c,3186919d*去向=域外-非本轮主账-legacy-pre-§2.1(裁决二.4-[GAP-RP]-tq2_0-register-spill-fix-vs-generic)
# ===== 2026-07-08 board-harvest2(增补二) — [FMT-PROP] rms_norm->mul->quantize(q8_0) fused-vs-unfused BOARD PAIRED (rvv/VLEN128, snapshot 2b814e46). MEMORY-AXIS isolated A/B (fused vs our own unfused two-pass; NOT a ggml beat, NOT e2e [PERF-1] 8-gate). L3 sibling/extension of g2-fuse-rms-norm-mul (that leg 1.308x/256MiB; this leg extends the epilogue chain to q8_0 quantize). 铺量-phase1 board-proven COMPLETE. =====
# FMT-PROP RESULT: fused 218.18ms vs unfused 248.50ms => 1.139x wall speedup, cold N=12 (ws290MiB>3xL3), IQR 0.082/0.032% NON-OVERLAPPING, drift sentinel 1.0047 (~0.47% floor) => ~30x floor => T-N PASS. Measured DRAM eliminated = 255.8 MiB/iter (LLC-store-miss delta 127.97 = z[]store 100.0% + LLC-load-miss delta 127.80 = z[]reload 99.8%, x64B) = 99.9% of predicted f32-activation round trip 2*n*4*rows = 256.0 MiB (byte_accounting.csv). Cycle cross-check: cycles delta 30.01ms/iter ~= wall delta 30.32ms/iter (99.0%). On-hardware q8_0 value equality ndiff=0/4456448 (byte-exact fused==unfused). SMALLER wall ratio than g2-fuse 1.308x because the unfused baseline does strictly MORE work (a full quantize pass) => same 256MiB elimination is a smaller fraction of total traffic; load-bearing claim = elimination MAGNITUDE reproduced. Both kernels ONE clang-17 -O3 source no-fast-math => preflight(0) toolchain-symmetry total. Raw: experiments/active/fmtprop-rms-norm-mul-quantize/board_raw.txt
rms_norm_mul_quantize|q8_0|fused-quantize-epilogue|arity2|elementwise-fixed,fused-vs-unfused-AB(2b814e46),mechanism,constructed-strong,experiments/active/fmtprop-rms-norm-mul-quantize/board_measured.md (faithful reconstruction of emit census; tcrv-opt --tcrv-rvv-lower-to-emitc @HEAD 2b814e46; driver tools/e2e-harness/board/fmtprop_driver.c),byte-exact(on-hardware ndiff=0/4456448; fused-q8_0==unfused-q8_0 bit-for-bit; SAME shared q8_0 body emitQuantizeQ80BlockBody both sides),lmul=m2/vlen=128,n_a(faithful-census-reconstruction; both kernels one clang-17 -O3 source; no export .o),n_a,n_a,n_a,n_a,self-unfused-two-pass(fused-mul lands f32 z[] + INDEPENDENT quantize_row_q8_0 reload; same arithmetic; SAME clang-17 -O3 -march => preflight(0) symmetry total),algmatched(unfused-same-arith),n_a(no ggml factory; isolated memory-axis A/B),1.139x-fused-over-unfused(median-ms;fused 218.18/unfused 248.50;N=12;IQR0.082/0.032%-nonoverlapping;drift-sentinel1.0047~0.47%=>~30x=>T-N PASS),n_a,MEMORY/BANDWIDTH-BOUND(fusion elides f32 activation z[] round trip; measured 255.8MiB/iter DRAM eliminated=99.9% of predicted 2*n*4*rows=256.0MiB via LLC load/store-miss dual-counter; SMALLER wall ratio than g2-fuse 1.308x because unfused baseline does a full extra quantize pass),n_a,2*n*4*rows=256.0MiB/iter-f32-activation-round-trip(byte_accounting.csv),255.8MiB/iter-measured(LLC-store-miss 127.97=z[]store100.0% + LLC-load-miss 127.80=z[]reload99.8%; cycles delta 30.01ms/iter~=wall delta 30.32ms/iter 99.0%),99.9%(measured/predicted-bytes),n_a,measured(board-harvest2/增补二;preflight(0)-toolchain-symmetry-total-one-source-one-clang17-O3-no-fastmath;cache-cold ws290MiB>3xL3;N=12 median+IQR;pinned-core8-2.6GHz;KERNEL-micro-memory-axis;[NG-4] isolated-A/B NOT-ggml-beat NOT-e2e-8gate;铺量-phase1 board-proven COMPLETE),rvv-VLEN128-clang17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbc_zbs-core8-gov=perf-2.6GHz,2026-07-08-board-harvest2-fmtprop,experiments/active/fmtprop-rms-norm-mul-quantize/{board_measured.md,board_raw.txt,byte_accounting.csv} + tools/e2e-harness/board/{fmtprop_driver.c,fmtprop_paired.sh},2b814e46*去向=域外-非本轮主账-legacy-pre-§2.1(board-harvest2-[FMT-PROP]-rms_norm→mul→quantize-q8_0-fused-epilogue-1.139x)
# ############################################################################
# [★RESTORED — M4 CASE CLOSED — 2026-07-09 G3-cert-hardening 裁决二.1;commit 4f765790] ★★下方 [裁决一.1] 收窄全部 RESTORED
# 适用下方所有 K-quant repack-GEMM 行(共享 kquant_dmin_bsums_min min fold):
#   §L1 q4_K/q5_K/q2_K repack-gemm kernel-prefill 行(不含 q6_K/q3_K)+ §二.1 五格汇总的
#   q4_K/q2_K/q5_K repack-gemm-tile-S6 行 + §二.2 kquant-family whole-model prefill Amdahl projection(基于 q4_K)。
# 逆转(M4 决定性终审,commit 4f765790,cell experiments/active/t4b-m4-decisive):真 Q4_K_M dmin≠0 模型张量、两侧同喂
#   ggml_quantize_mat_q8_K_4x1(mat-quant)激活 → 我方 repack-GEMM 整数 MAIN/MIN 逐位一致(0/0 mismatch)、且比 ggml
#   自己的 generic repack GEMM 更接近 int-exact(OURS vs int-exact rel 2.86e-6 < ggml-generic vs int-exact 6.31e-5);
#   q5_K(共享 min fold+qh 面)vs int-exact rel 7.75e-7。M2c "min-term VLEN128 bug" = CERT-HARNESS 激活量化失配伪影
#   (row-quant/lrintf oracle vs 真 mat-quant dispatch),非 kernel 缺陷。
# RESTORED:① 上述行 correctness "byte-exact"(silicon INT_mismatch=0 + identity)= 【整数-exact vs mat-quant oracle /
#   ggml 自身 generic、真 dmin≠0 张量、非 row-quant;M4 CASE CLOSED 4f765790】。② vs-opponent 吞吐数(q4_K 1.884× /
