op,format,engine,regime,group,rvv_tier,rvv_disp,rvv_cold,rvv_opp_sym,rvv_note,k1_tier,k1_disp,k1_cold,k1_opp_sym,k1_note
dequantize_row,iq4_xs,rvv,micro-fixed,dequant,标量类,PASS,5.17,dequantize_row_iq4_xs,★B线第一块批2 de-lottery·tiny-codebook 16-entry owned 真向量 emit(vrgather_vv_i8m1 REGISTER 码本·vluxei=0·super-block signed-6 sub scale·9 owned·[L-8]·关ISSUE-002敞口·census-F7 覆盖)·byte-exact GREEN(mism=0/262144·3-arm·CORPUS 32/32·single-mul)·具名-X→PASS 真地盘(cold 5.1664/5.0545·2seed·census-F7 唯一真count·标量类-rvv 38→39)·标量类硬门·★opp-immaturity(§三.12·非perf硬赢)·sealed vec_dot核未动·勿外推,标量类,PASS,3.151,dequantize_row_iq4_xs,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,mxfp4,rvv,micro-fixed,dequant,标量类,PASS,6.42,dequantize_row_mxfp4,★B线第一块批2 de-lottery·tiny-codebook 16-entry owned 真向量 emit(vrgather_vv_i8m1 REGISTER 码本 gather·vluxei=0 无HW-gather墙·E8M0块标度bit-construction·9 owned·[L-8]强义construction·关ISSUE-002该格敞口)·byte-exact GREEN(mism=0/131072·3-arm·CORPUS 32/32·single-mul)·成色upgrade lottery-PASS→owned PASS(cold 6.4264/6.3683·2seed·count不动·敞口关)·标量类硬门·★opp-immaturity(host-autovec-of-scalar-C·§三.12·非perf硬赢)·sealed vec_dot核未动·勿外推vec_dot/grid,标量类,PASS,3.13,dequantize_row_mxfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,nvfp4,rvv,micro-fixed,dequant,标量类,PASS,0.8,dequantize_row_nvfp4,★B线第一块批2 de-lottery·tiny-codebook 16-entry owned 真向量 emit(vrgather_vv_i8m1 REGISTER 码本·vluxei=0·4×UE4M3 sub-scale ldexpf·9 owned·[L-8]·关ISSUE-002敞口)·byte-exact GREEN(mism=0/131072·3-arm·CORPUS 32/32·single-mul)·lottery-PASS 2.1736→owned PASS(cold 0.8037/0.8034·2seed·marginal 刚过0.8门)·成色upgrade非涨数(owned cold<lottery·UE4M3 ldexpf scalar seam per-sub 稀释·未试杠杆=UE4M3 bit-construction/LUT向量化·PASS故非具名-X)·标量类硬门·opp-immaturity·非perf硬赢·勿外推,标量类,具名-X,0.716,dequantize_row_nvfp4,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,tq1_0,rvv,micro-fixed,dequant,标量类,PASS,1.05,dequantize_row_tq1_0,★B线第一块批3 de-lottery·ternary super-block owned 真向量 emit(base-3 vmul_vx(pow3)+((q*3)>>8) PURE-ARITHMETIC 解包·gather=0 无码本·11 owned distinct/420 calls·[L-8]强义construction·关ISSUE-002该格敞口)·byte-exact GREEN(mism=0/262144·3-arm bite·CORPUS 15/15·single-mul)·成色upgrade lottery-PASS→owned PASS(cold 1.0492/1.0422·2seed·count不动·敞口关)·标量类硬门·★opp-immaturity(§三.12·非perf硬赢)·sealed vec_dot核未动·勿外推vec_dot/grid·⚠dequant≠tq1_0 vec_dot第二块公式墙,标量类,PASS,4.285,dequantize_row_tq1_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
dequantize_row,tq2_0,rvv,micro-fixed,dequant,标量类,PASS,1.0,dequantize_row_tq2_0,★B线第一块批3 de-lottery·ternary super-block owned 真向量 emit(2-bit vsrl/vand PURE-ARITHMETIC 解包·gather=0 无码本·9 owned distinct/282 calls·[L-8]强义construction·关ISSUE-002该格敞口)·byte-exact GREEN(mism=0/262144·3-arm bite[oracle/DUT/leaf-fault differing_bytes=1]·CORPUS 16/16·single-mul)·具名-X→PASS 真地盘(cold 1.0035/1.0246·2seed·census-F7 覆盖·标量类-rvv 39→40)·标量类硬门·★opp-immaturity(host-autovec-of-scalar-C·§三.12·非perf硬赢)·sealed vec_dot核未动·勿外推vec_dot/grid,标量类,PASS,4.232,dequantize_row_tq2_0,scalar源 autovec→标量类(§〇.1)·per-format clang18 autovec·单世界clang(PR-17)
gemm_tile,q4_0,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),6.909,ggml_vec_dot_q4_0_q8_0(block-dot),★二义解〔清偿〕:stock 有 repack(ggml_gemm_q4_0_8x8/16x1)但 VLEN128 gate-off·真派发=block-dot→通用向量·我方win=routing白嫖非beat-repack·decode+prefill·e2e 5.92×/1.91× ·[decode-M1: 便宜档-weak-q4_0-block-dot-VLEN128-gate-off·big-multiple≠hard-win],通用向量,PASS(decode-M1-GEVM),2.575,block-dot,pending-fold ·[decode-M1: 便宜档-what-if(k1 front-door DECLINE repack@decode·force-construct)]
gemm_tile,q4_0,rvv,prefill,matmul,通用向量,PASS,6.224,ggml_vec_dot_q4_0_q8_0(block-dot),★二义解〔清偿〕:stock 有 repack(ggml_gemm_q4_0_8x8/16x1)但 VLEN128 gate-off·真派发=block-dot→通用向量·我方win=routing白嫖非beat-repack·decode+prefill·e2e 5.92×/1.91×,通用向量,PASS,3.5,block-dot,pending-fold
gemm_tile,q4_1,rvv,decode,matmul,通用向量,pending-fold,,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot vectorized·nibble-unpack非autovec-able→通用向量〔V-纠〕·e2e 3.68×,通用向量,pending-fold,,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot→通用向量〔V-纠〕·pending-fold
gemm_tile,q4_1,rvv,prefill,matmul,通用向量,PASS,6.105,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot vectorized·nibble-unpack非autovec-able→通用向量〔V-纠〕·e2e 3.68×,通用向量,PASS,7.11,ggml_vec_dot_q4_1_q8_1(CROSSOP),block-dot→通用向量〔V-纠〕·pending-fold
gemm_tile,q5_0,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),0.947,FLAT block-dot,e2e prefill 1.21×·pending-fold ·[decode-M1: near-parity-memory-leaning-compiler-sensitive(clang0.794 named-X)],通用向量,PASS-DEPLOYED(decode-GEVM·C1),1.205,FLAT block-dot,pending-fold ·[decode-M1: C1-deployed·batch4 免测确认1.205×] ·[★裁决④吸纳: deploy k1 repack-GEVM(decode) 1.760× kernel + e2e 2×(独立验证 a6fdf1a3/w91jl99ia)·anti-gate: 真实部署路径新格(C1 per-format measured-gate·d109d6ed2)·成色 beat-weak-baseline(stock q5 block-dot compute-bound·非 beat-hand-tuned)]
gemm_tile,q5_0,rvv,prefill,matmul,通用向量,PASS,1.232,FLAT block-dot,e2e prefill 1.21×·pending-fold,通用向量,PASS,2.327,FLAT block-dot,pending-fold
gemm_tile,q5_1,rvv,decode,matmul,通用向量,PASS(decode-M1-GEVM),1.09,FLAT block-dot,e2e prefill 1.09×·pending-fold ·[decode-M1: near-parity],通用向量,PASS-DEPLOYED(decode-GEVM·C1),1.317,FLAT block-dot,pending-fold ·[decode-M1: C1-deployed·batch4 免测确认1.317×] ·[★裁决④吸纳: deploy k1 repack-GEVM(decode) 2.241× kernel + e2e 2×(独立验证 a6fdf1a3/w91jl99ia)·anti-gate: 真实部署路径新格(C1 per-format measured-gate·d109d6ed2)·成色 beat-weak-baseline(stock q5 block-dot compute-bound·非 beat-hand-tuned)]
gemm_tile,q5_1,rvv,prefill,matmul,通用向量,PASS,1.412,FLAT block-dot,e2e prefill 1.09×·pending-fold,通用向量,PASS,2.568,FLAT block-dot,pending-fold
gemm_tile,q8_0,rvv,decode,matmul,通用向量,pending-fold,,FLAT block-dot,e2e 4.35× correctness-carrier·pending-fold,通用向量,pending-fold,,FLAT block-dot,pending-fold
gemm_tile,q8_0,rvv,prefill,matmul,通用向量,PASS,4.752,FLAT block-dot,e2e 4.35× correctness-carrier·pending-fold,通用向量,PASS,1.48,FLAT block-dot,pending-fold
gemm_tile,q1_0,rvv,prefill,matmul,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母,域外,域外-永久(q1_0),,(Weft-internal),q1_0 internal-A/B·永久域外·非分母
gemm_tile,q2_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.0685,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),our-gemm vs vl128 手调block-dot·cross-op(rvv零K-quant repack) ·[decode-M1: 对手结构优势具名(手调block-dot register-resident·rvv零K-quant repack)·成本中心留白(旧「fold@M=1不amortize」经ISSUE-014四腿证=非物理地板·纯算术地板0.889-0.941>0.8·真成本中心待诊断·禁写权重位重建)·非物理墙(单侧at-wall·[§三.15])·C3′负·pending-真诊断],手调,PASS(decode-M1-GEVM),0.9585,ggml_gemm_q2_K_8x8_q8_K(REAL),真16x1/8x8 hand-brick repack STRONG ·[decode-M1: ★near-parity非win(ratio<1.0·弱opp·q2_K 2-bit但16-sub-block最高vsetvl81)·唯一非-loss·成色低不称赢]
gemm_tile,q2_K,rvv,prefill,matmul,手调,PASS,1.112,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),our-gemm vs vl128 手调block-dot·cross-op(rvv零K-quant repack),手调,PASS,1.364,ggml_gemm_q2_K_8x8_q8_K(REAL),真16x1/8x8 hand-brick repack STRONG
gemm_tile,q3_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.083,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: 对手结构优势具名(手调block-dot·rvv零repack)·成本中心留白(fold@M=1经ISSUE-014证非物理地板·真成本中心待诊断)·非物理墙(单侧at-wall·[§三.15])·C3′负],手调,具名-X(decode-M1),0.4252,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),q3_K唯一无repack·cross-op vs vl256 手调block-dot ·[decode-M1: 指令数内禀-fold@M=1不amortize(16-sub-block)·C3′负]
gemm_tile,q3_K,rvv,prefill,matmul,手调,PASS,1.399,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,2.92,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),q3_K唯一无repack·cross-op vs vl256 手调block-dot
gemm_tile,q4_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.361,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: ★genuine-C3′-negative·对手结构优势具名(rvv q4_K native-vec block-dot 3.6×快·gap=opp-strength非我方核·register-resident)·成本中心留白(旧「fold@M=1不amortize/指令数内禀墙」经ISSUE-014证非物理地板·真成本中心待诊断)·非物理墙([§三.15])],手调,PASS(decode-M1-GEVM),1.535,ggml_gemm_q4_K_16x1_q8_K(REAL),真16x1 hand-brick byte-drop-in STRONG(Win-K1-VLEN) ·[decode-M1: 手调-REAL·k1 WIN vs 弱opp·genuine(k1 real repack hand-brick域·batch4·8-sub-block不泛化到16-sub)]
gemm_tile,q4_K,rvv,prefill,matmul,手调,PASS,1.114,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,1.187,ggml_gemm_q4_K_16x1_q8_K(REAL),真16x1 hand-brick byte-drop-in STRONG(Win-K1-VLEN)
gemm_tile,q5_K,rvv,decode,matmul,通用向量,具名-X(decode-M1),0.1273,ggml_vec_dot_q5_K_q8_K(CROSSOP),cross-op vs native-vec-moderate(q5_K无vl-spec) ·[decode-M1: 对手结构优势具名(手调block-dot·rvv零repack)·成本中心留白(fold@M=1经ISSUE-014证非物理地板·真成本中心待诊断)·非物理墙(单侧at-wall·[§三.15])·C3′负],手调,具名-X(decode-M1),0.6806,ggml_gemm_q5_K_8x4_q8_K(repack),repack opponent·★成色升级 DEFERRED(q5_K 8x8 前提证伪·非 verified hand-brick·F-2 纠·真硬赢锁 2=q4_K/q2_K) ·[decode-M1: 指令数内禀-fold@M=1不amortize·C3′负]
gemm_tile,q5_K,rvv,prefill,matmul,通用向量,PASS,1.067,ggml_vec_dot_q5_K_q8_K(CROSSOP),cross-op vs native-vec-moderate(q5_K无vl-spec),手调,PASS,4.448,ggml_gemm_q5_K_8x4_q8_K(repack),repack opponent·★成色升级 DEFERRED(q5_K 8x8 前提证伪·非 verified hand-brick·F-2 纠·真硬赢锁 2=q4_K/q2_K)
gemm_tile,q6_K,rvv,decode,matmul,手调,具名-X(decode-M1),0.0535,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot ·[decode-M1: 对手结构优势具名(手调block-dot·rvv零repack)·成本中心留白(fold@M=1经ISSUE-014证非物理地板·真成本中心待诊断)·非物理墙(单侧at-wall·[§三.15])·C3′负],手调,具名-X(decode-M1),0.3771,ggml_gemm_q6_K_16x1_q8_K(repack),repack opponent·★成色升级 DEFERRED(非 verified hand-brick·F-2 纠) ·[decode-M1: 指令数内禀-fold@M=1不amortize(16-sub-block)·C3′负]
gemm_tile,q6_K,rvv,prefill,matmul,手调,PASS,0.96,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),cross-op vs vl128 手调block-dot,手调,PASS,1.769,ggml_gemm_q6_K_16x1_q8_K(repack),repack opponent·★成色升级 DEFERRED(非 verified hand-brick·F-2 纠)
gemm_tile,iq1_s,rvv,prefill,matmul,标量类,具名-X,0.6643,ggml_vec_dot_iq1_s_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核(反汇编坐实·thunk rvv=0 纯分发)·CROSSOP 同算子 repack 缺席·tier=S 暂留[ISSUE-007 待裁]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.6643(s1)/0.6699(s2)·墙=我方 generic-aux32 ins13109/rvv10345/vset4565 vs 对手 vl128 full-unroll ins201/rvv109/vset41(≈65×指令量·vset storm)·便宜档 vs generic 15.20×【降披露】],标量类,PASS,1.3406,ggml_vec_dot_iq1_s_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(裁决1·ISSUE-105)·cold_X 1.3406(s1)/1.3399(s2)·真硬赢 vs 部署手调 vl256(CROSSOP 系统账·aaee 板验+a6ad check)·byte-exact·objdump 真宽 AVL8→16 非 re-roll·便宜档 vs generic 禁称硬赢]
gemm_tile,iq1_m,rvv,prefill,matmul,标量类,具名-X,0.5713,ggml_vec_dot_iq1_m_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.5713(s1)/0.5701(s2)·墙=generic-aux32 ins21018/rvv11922 vs vl128 full-unroll ins231/rvv79(≈91×)·便宜档 vs generic 9.01×【降披露】],标量类,PASS,1.7936,ggml_vec_dot_iq1_m_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(裁决1·ISSUE-105)·cold_X 1.7936(s1)/1.7625(s2)·真硬赢 vs 部署手调 vl256(CROSSOP 系统账·aaee 板验+a6ad check·2.94× compound=宽化+spill-storm 810→42 清零)·byte-exact·objdump 真宽非 re-roll·便宜档 vs generic 禁称硬赢]
gemm_tile,iq2_xxs,rvv,decode,matmul,标量类,具名-X(decode-M1),0.6,ggml scalar-ref(fallback),same-op repack absent→标量参考兜底(§〇.2)·待补标量仗 ·[decode-M1: decode·rvv named-X(单世界clang)·便宜档],标量类,PASS(decode-M1-GEVM),1.13,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢]
gemm_tile,iq2_xxs,rvv,prefill,matmul,标量类,PASS,2.32,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 2.32/s2 2.34),标量类,PASS,1.4581,ggml scalar-ref(fallback),待补标量仗 ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(PREFILL 行·裁决1/2)·cold_X 1.4581(s1)/1.4761(s2·af60 独立复核==ab6d 1.464)·成色 upgrade: 真硬赢 vs 部署手调 vl256 OPP-X(CROSSOP·同算子 OPP-S 缺席 probe=0)·byte-exact 4-arm mism=0/8192·objdump 真宽 ins14945→7284/vset5461→2515/gather1024→512/AVL8→16 非 re-roll·便宜档 vs generic 5.98× 禁称硬赢]
gemm_tile,iq2_xs,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.0,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢],标量类,PASS(decode-M1-GEVM),3.81,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·k1 opp clang-bloat假象·禁称硬赢]
gemm_tile,iq2_xs,rvv,prefill,matmul,标量类,PASS,12.32,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·大倍数=opp-clang编巨胖伪影(160ms)·便宜档禁称硬赢(A1§1·s1 12.32/s2 12.29),标量类,PASS,1.1513,ggml scalar-ref(fallback),待补标量仗 ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(PREFILL 行·裁决1/2)·cold_X 1.1513(s1)/1.1554(s2·af60==ab6d 1.143)·成色 upgrade: 真硬赢 vs OPP-X vl256(CROSSOP·OPP-S 缺席 probe=0)·byte-exact mism=0/8192·objdump 真宽 16037→7324/5477→2531/1024→512/AVL8→16·便宜档 vs generic 22.4× 禁称硬赢]
gemm_tile,iq2_s,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.03,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档],标量类,PASS(decode-M1-GEVM),3.55,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·clang-bloat假象·禁称硬赢]
gemm_tile,iq2_s,rvv,prefill,matmul,标量类,PASS,11.49,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·大倍数=opp-clang编胖伪影(150ms)·便宜档禁称硬赢(A1§1·s1 11.49/s2 11.46),标量类,PASS,1.3932,ggml scalar-ref(fallback),待补标量仗 ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(PREFILL 行·裁决1/2)·cold_X 1.3932(s1)/1.3899(s2·af60 保守实测·claim 1.408 噪声内)·成色 upgrade: 真硬赢 vs OPP-X vl256(CROSSOP·OPP-S 缺席 probe=0)·byte-exact mism=0/8192·objdump 真宽 16037→7324/5477→2531/1024→512/AVL8→16·便宜档 vs generic 21.2× 禁称硬赢]
gemm_tile,iq3_xxs,rvv,prefill,matmul,标量类,PASS,0.9484,ggml_vec_dot_iq3_xxs_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.9484(s1)/0.9545(s2)·near-parity vs 部署手调核(≥0.8·非硬赢·我方 ins15238 vs vl128 ins310)·便宜档 vs generic 2.71×【降披露·禁称硬赢】],标量类,PASS,1.3811,ggml_vec_dot_iq3_xxs_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(裁决1·ISSUE-105 放行)·cold_X 1.3811(s1)/1.375(s2·aa640 独立复现 1.371/1.375·变异内·s2 由 aaee 1.4022 软化取保守独立值)·真硬赢 vs 部署手调 vl256(CROSSOP 系统账·aaee 板验 + a6ad + aa640 双独立 check CONFIRMED)·byte-exact 4-arm·objdump 真宽 AVL8→16/gather1024→512/vset5397→2515 非 re-roll·便宜档 vs generic 禁称硬赢·[D-2a]长期形态并行]
gemm_tile,iq3_s,rvv,prefill,matmul,标量类,PASS,1.3483,ggml_vec_dot_iq3_s_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 1.3483(s1)/1.3429(s2)·beat 部署 vl128(对手 leaf 轻 ins105/rvv38·我方 repack-GEMM 摊销更好)·板间翻转候选(k1 输)·便宜档 vs generic 12.26×【降披露】],标量类,PASS,1.2074,ggml_vec_dot_iq3_s_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(裁决1·ISSUE-105)·cold_X 1.2074(s1)/1.2063(s2)·真硬赢 vs 部署手调 vl256(CROSSOP 系统账·aaee 板验+a6ad check)·byte-exact·同 leaf rvv 赢现 k1 也赢(VLEN256 宽化补齐半宽缺口·objdump 真宽非 re-roll)·便宜档 vs generic 禁称硬赢]
gemm_tile,iq4_nl,rvv,decode,matmul,通用向量,具名-X,0.234,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),★r5.1-f iq4_nl gemm fold 收尾(b55b915ad)·honest-null decode(pending-fold→具名-X)·decode M=1 0.2251/0.2394 vs 部署 block-dot(OPP-X CROSSOP)·CI 上界<0.8 robust LOSS·同 prefill 分轴: 码本 gather 墙(ISSUE-021 declined 非可翻)+rvv 已满宽无宽可窄·byte-exact GREEN·零源改,通用向量,具名-X(decode-M1),0.2493,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),pending-fold ·[decode-M1: ★CROSSOP(我方 repack-GEVM vs 对手 per-column block-dot·非同算子硬赢)·s1 0.2493/s2 0.2490·N=25·2-seed·CI[0.2491—0.2498]·同算子 OPP-S ggml_gemv_iq4_nl_16x1_q8_0 = 0.1469(亦输)·ZERO-MODEL ours0/512 oppX0/512 oppS0/512 = 正确核(输性能非正确性)·★墙(完整环走完·机制级)=codebook-gather-bound: 我 64×vluxei16.v(走内存 codebook 数组 indexed gather) vs OPP-S 32×vrgather.vv(16 项 codebook 常驻向量寄存器的寄存器置换)·16 项平凡装入单寄存器→vrgather 是正确原语·vluxei16 每元素付访存端口往返且无法外提·叠加 vsetvli storm(我 260 vs 51)+2.5×指令量(724 vs 293)·双方 true_sp_spill=0(排除 spill 病)·可修(emitter 成熟度缺口): 需 codebook-size 键控 gather 原语选择(≤VLMAX 项走寄存器 vrgather·大 grid 才走 vluxei16)——与 [emitter-maturity-vluxei16] 方向相反(vluxei16 对 iq1_s 大 grid 是 win·对 16 项 tiny codebook 是 loss)→ 判别键=codebook 尺寸(C3′ 能力键控正例)·★部署成色=what-if(selector=block-dot-decline-vlen256-decode-measured-negative·出货走 block-dot·禁写成 k1 decode 部署输)·循环论证防线: registry DECLINE 由 0.248x 驱动·本轮独立复测 0.2493/0.2490 与 registry Negative 一致(未证伪)→ 无 canon 触发·selector/registry 不动]
gemm_tile,iq4_nl,rvv,prefill,matmul,通用向量,具名-X,0.755,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),★r5.1-f iq4_nl gemm fold 收尾(b55b915ad)·honest-null(pending-fold→具名-X)·prefill 0.7537/0.7584 vs 部署 block-dot(OPP-X CROSSOP)·4/4 CI 上界<0.8 robust LOSS·前置核: rvv 无宽可窄(OURS 已满宽 vl=8=e32m2 VLMAX@VLEN128·k1 narrow-vl 协因子 rvv 上不存在)+码本 gather 墙(64× vluxei16 vs 对手 vrgather 16项常驻)·唯一 lever=码本 gather 原语=ISSUE-021 已裁禁性能名义·selector 正确 decline·部署 block-dot·非可翻·墙型=emitter 原语选择(同算术 OPP-X 快 1.3-4.4×=非 M=1 roofline)·byte-exact GREEN·零源改,通用向量,具名-X,0.425,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),pending-fold ·[P2-grid4-prefill(部署对手): ★deployed VLEN256 fixture(PREFILL 行·裁决2)·binding=同算子 OPP-S ggml_gemm_iq4_nl_16x1_q8_0(PRESENT nm4·VALID mism=0/8192)beats 2.35×(ratio_cold_S 0.4250 s1/0.4279 s2)·widening 分离两 co-factor: 墙①narrow-vl(AVL8→16)已解 ours-vs-OPP-X 0.6019→1.2504·墙②codebook-gather(ISSUE-021·16-entry vluxei vs vrgather)立→非硬赢·byte-exact 4-arm mism=0/8192·objdump 真宽 1784→955/656→328/64→32/AVL8→16·具名-X 如实]
gemm_tile,iq4_xs,rvv,decode,matmul,标量类,具名-X(decode-M1),0.63,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·rvv named-X(单世界clang)·便宜档-scalar-ref·PR-17],标量类,PASS(decode-M1-GEVM),0.93,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·便宜档-scalar-ref·禁称硬赢]
gemm_tile,iq4_xs,rvv,prefill,matmul,标量类,PASS,3.15,ggml scalar-ref(fallback),clang世界(单一编译器世界)·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 3.15/s2 3.11),标量类,PASS,2.1,ggml scalar-ref(fallback),待补标量仗
gemm_tile,mxfp4,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.51,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢],标量类,PASS(decode-M1-GEVM),0.94,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·便宜档]
gemm_tile,mxfp4,rvv,prefill,matmul,标量类,PASS,3.65,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 3.65/s2 3.66),标量类,PASS,2.3,ggml scalar-ref(fallback),待补标量仗
gemm_tile,nvfp4,rvv,prefill,matmul,标量类,pending-真(待补标量仗),,ggml scalar-ref(fallback·generic-C),generic-C autovec→标量类·待补标量仗,标量类,pending-真(待补标量仗),,ggml scalar-ref(fallback),待补标量仗
gemm_tile,tq1_0,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.67,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档(rvv-clang boundary 0.79 X footnote)],标量类,PASS(decode-M1-GEVM),1.99,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·禁称硬赢]
gemm_tile,tq1_0,rvv,prefill,matmul,标量类,PASS,7.9,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 7.90/s2 7.93),标量类,PASS,6.45,ggml scalar-ref(fallback),待补标量仗
gemm_tile,tq2_0,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.19,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档],标量类,PASS(decode-M1-GEVM),1.59,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·禁称硬赢]
gemm_tile,tq2_0,rvv,prefill,matmul,标量类,PASS,9.91,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·ours vsetvl=8最简·便宜档禁称硬赢(A1§1·s1 9.91/s2 10.10),标量类,PASS,4.76,ggml scalar-ref(fallback),待补标量仗
